__file__,1.corporate_identity_number_cin,1.global_location_number_gln,2.name_of_the_company,2.address_of_the_registered_office,2.email_id_of_the_company,3.form_for_registration_of,4.applicant_is,5.date_of_instrument_creating_or_modifying_charge,5.nature_description_of_instrument,5.charge_created_or_modified_outside_india,6,7.charge_on,7.others_specify,8.consortium_finance_involved,8.joint_charge_involved,8.number_of_charge_holders,9.category,9.name,9.address.line1,9.address.line2,9.address.city,9.address.state,9.address.country,9.address.pin_code,9.address.iso_country_code,9.email_id,9.has_pan,9.pan,9.bsr_code_branch_code,10.amount_secured_by_charge_in_rs,10.amount_secured_by_charge_in_words,10.amount_in_foreign_currency_details,11.date_of_creating_security_interest,11.borrower_customer_account_number,11.rate_of_interest,11.repayment_term_in_months,11.terms_of_repayment,11.nature_of_facility,11.date_of_disbursement,11.miscellaneous_narrative_information,11.margin,11.extent_and_operation_of_the_charge,11.others,12.date_of_instrument_creating_or_evidencing_the_charge,12.description_of_the_instrument_creating_or_evidencing_the_charge,12.date_of_acquisition_of_the_property,12.amount_of_the_charge_in_rs,12.particulars_of_the_property_charged,13.short_particulars_of_property_or_assets_charged,14.number_of_title_documents_deposited_by_customer,15.is_property_not_registered_in_company_name,16.date_of_creation_or_last_modification_prior_to_present
Form_17-210209-ChargeId-90169046.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,The charge holder,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_17-210209-ChargeId-90171923.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,The charge holder,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_17-210209-ChargeId-90172110.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,The charge holder,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_17-210209-ChargeId-90310342.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,The charge holder,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_18-200608.PDF,,,ARIES HOLISTIC HEALTH CARE PVT.LTD.,"05/06/2008 (DD/MM/YYYY) is The date of incorporation of the company is *Address Line I 7-1-24/2/D, Greendale, Line II Ameerpet *City Hyderabad *District Hyderabad *State Andhra Pradesh-AP *ISO country code IN *Pin code 500016 *e-mail ID srishant@cclproducts.com (b) The full address of the police station under whose jurisdiction the registered office of the company is situated *Name S R Nagar Police Station *Address Line I S R Nagar Line II *City Hyderabad *State Andhra Pradesh-AP *Pin code 500038",srishant@cclproducts.com,,The Company,02/06/2008,,,,[],,,,,,,,,,,,,,,,,,,,,02/06/2008,,,,,,,,,,,,,,,,,,,
Form_18-201108.PDF,,,Ipas Development Foundation,"(DD/MM/YYYY) is The date of incorporation of the company is *Address Line I E-83, GROUND FLOOR Line II GREATER KAILASH- II *City NEW DELHI *District South Delhi *State Delhi-DL *ISO country code IN *Pin code 110048 *e-mail ID dkkapur@airtelmail.in (b) The full address of the police station under whose jurisdiction the registered office of the company is situated *Name CHITTRANJAN PARK POLICE STATION *Address Line I CHITTRANJAN PARK Line II *City NEW DELHI *State Delhi-DL *Pin code 110048",dkkapur@airtelmail.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_2-131107.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_2-161108.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,raaj_kgupta@yahoo.co.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_2-300110-030110.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_2-300110-050110.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23-070611.PDF,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,28/03/2011,,,,[],,,,,,,,,,,,,,,,,,,,,28/03/2011,,,,,,,,,,,,,,,,,,,
Form_23-080110.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,01/01/2010,,,,[],,,,,,,,,,,,,,,,,,,,,01/01/2010,,,,,,,,,,,,,,,,,,,
Form_23-101212.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23-110708.PDF,,,ARIES HOLISTIC HEALTH CARE PVT.LTD.,,klp.prasad@mca.gov.inPrasad,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23-111110.PDF,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,28/08/2010,,,,[],,,,,,,,,,,,,,,,,,,,,28/08/2010,,,,,,,,,,,,,,,,,,,
Form_23-151107.PDF,,,ASB HEALTH CARE AND INDUSTRIES LIMITED,,anujashokcs@yahoo.co.inReason,,,,,,,['Others'],", Managing Director or director or manager or secretary ranjana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23-171207.PDF,,,ASB HEALTH CARE AND INDUSTRIES LIMITED,,anujashokcs@yahoo.co.inReason,,,,,,,['Others'],", Managing Director or director or manager or secretary ranjana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23B-171108.PDF,,,Aries Habitat Private Limited,,pcn.kumar@mca.gov.inNandakumar,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_23B-181008.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,sanjeevmehan@yahoo.comReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_32-030107.PDF,L99999AP1961PLC000874,,ARIES HOLISTIC HEALTH CARE PVT.LTD.,,cvreddy_associates@hotmail.comDate,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_32-080908.PDF,,,ASB Projects Limited.,,anujashokcs@yahoo.co.inReason,,,10/09/1923,,,,['Others'],", Class 2",,,,,,,,,,,,,,,,,,,,10/09/1923,,,,,,,,,,,,,,,,,,,
Form_32-150710-260610.PDF,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,14/03/1986,,,,[],,,,,,,,,,,,,,,,,,,,,14/03/1986,,,,,,,,,,,,,,,,,,,
Form_32-201108.PDF,,,Ipas Development Foundation,,dkkapur@airtelmail.in,,,04/02/1963,,,,[],,,,,,,,,,,,,,,,,,,,,04/02/1963,,,,,,,,,,,,,,,,,,,
Form_32-291110-300910.PDF,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,14/03/1986,,,,[],,,,,,,,,,,,,,,,,,,,,14/03/1986,,,,,,,,,,,,,,,,,,,
Form_32.PDF,,,,,kashmir.kamboj@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_5-080110.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_5-101212.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_67_-Addendum--040309_in_respect_of_Form_17-210209.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_8-050109-ChargeId-10079000.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,rampaulca@yahoo.co.in,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
Form_8-050109-ChargeId-10135160.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,rampaulca@yahoo.co.in,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
Form_8-171207-ChargeId-10079000.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,rampaulca@yahoo.co.in,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
Form_8-220110-110110-ChargeId-10079000.PDF,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_8.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_CHG-1-090514-150414-ChargeId-10079000.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_INC-22-090115-010115.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_MGT-14-190714.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_MGT-14-240815.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_MGT-14-281114.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_SH-7-090714.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh_Certificate_of_Incorporation_Consequent_upon__Change_of_Name-271207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh_Certificate_of_Incorporation_Consequent_upon__Change_of_Name-290708.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-060415.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,": 1.90°% above Base Rate (BR), Present effective rate is 11,50 % p.a (Present",,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-090514.PDF,,,,,,Creation of charge,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-100413.PDF,,,,,,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,", processing fees, other costs, charges and expenses in the manner",,,,,,and security with the Lender to avail finance from the,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-150116.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-161015.PDF,,,,,,,,,,,,['Book debts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-210512.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_creation_or_modification_of_charge-220110.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_details_of_the_charge-050109.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument_of_details_of_the_charge-171207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letter_of_Appointment-020814.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letter_of_Appointment-050115.PDF,Ugg999cii997PTCo19687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letter_of_the_charge_holder-160216.PDF,,,,,sbi.01S08@sbi.co.in,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letter_of_the_charge_holder-251114.PDF,,,,,reach@indiainfoline.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-020113.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-080611.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-110214.PDF,,,=————|—_—sS| ATOP FASTENERS PRIVATE LIMITED — mee a,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-131107.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-161108.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-281114.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_of_allottees-300110.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOA.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorandum_of_satisfaction_of_Charge-090309.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorandum_of_satisfaction_of_Charge-160216.PDF,,,: ATOP FASTENERS PRIVATE LIMITED,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorandum_of_satisfaction_of_Charge-251114.PDF,,,: ATOP FASTENERS PRIVATE LIMITED,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minutes_of_Meeting-110708.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minutes_of_Meeting-151107.PDF,,,is much beneficiary to the company and proposal of,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-011208.PDF,,,is “Ipas Development Foundation”,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-080110.PDF,,,"is ATOP FASTENERS, PRIVAT? LIMITED.",,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-080714.PDF,,,,,,,The Company,,,,,['Others'],having dealings wilh the Company and to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-090714.PDF,,,,,,,The Company,,,,,['Others'],having dealings wilh the Company and to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-101212.PDF,,,is ATOP FASTENERS PRIVATE LIMITED,,,,The Company,,,,,[],,,,,,,,,,,INDIA,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-191207.PDF,,,is :-,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-220415.PDF,,,i ASE Projects Limited,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-240815.PDF,,,is ASB Projects Limited,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoA_-_Memorandum_of_Association-271108.PDF,,,is “Ipas Development Foundation”,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-020113.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-030107.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-040309.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-050115.PDF,Usgagactigs7PTCo19687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-080908.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-090514.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-110214.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-110708.PDF,,,"To consider and if thought fit, to pass the following resolution as a Special",,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-121014.PDF,,,IPAS DEVELOPMENT FOUNDATION,principal place of business in India of the NEW DELHI-110057 Company (c) E-mail ID of the company,vijayagarwal@deloitte.com,,,19/09/2014,,,,[],,,,,,,,,,,,,,,,,,,,,19/09/2014,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-150710.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-151014.PDF,,,,,mehanassociates@yahoo.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-151107.PDF,,,.,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-161014.PDF,U74899DL1993PTC0S5977,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-170707.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-171207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-180713.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-200608.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-201108.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-210512.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-220110.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,"quarter according to the practice of the Bank, The Bank shall also be entitled ta",,,,,,s of security required by,,,,,,,,,,,
Optional_Attachment_1-220415.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-220515.PDF,U85110UP1994PLC016361,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-291110.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_1-301015.PDF,1199999CH1997PTC01968,,"me FASTENERS PRIVATEGIMITED , seesteenpeeneinrinneinnee}",,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-020113.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-040309.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-090514.PDF,,,(D Yes: @) No,84 INDUSTRIAL ARFAPHASE ll : Rah) DARBAR CHANDIGARH Ghandigark ia ea ee ee | fchemall id of the company vickyv'shal@rediffimail.com ee ee ———— a —§_*_,shal@rediffimail.com,Creation of charge,The Company,,,,,[],,,,,,,,,,,,,,,,,,00000,Rupees Seventeen Crore Seventeen Lace only > ; i,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-110708.PDF,,,", be and is hereby changed from",,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-121014.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-151014.PDF,,,: ATOP FASTENERS PRIVATE LIMITED,"INDUSTRIAL AREA, PHASE-II, RAM DARBAR, CHANDIGARH (c) E-mail ID of the company: vickyvishal@rediffmail.com",vickyvishal@rediffmail.com,,,01/10/2014,,,,[],,,,,,,,,,,,,,,,,,,,,01/10/2014,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-151107.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-170707.PDF,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-210512.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_2-220110.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_3-110708.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_3-151107.PDF,,,is ASB HEALTH CARE & NOUSTRIES | LIMITED.,,,,The Company,,,,,['Others'],) and upon the proceeds of sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,al notes used in these Actcles shall not affect (he constitution,,,,,,,,,,,
Optional_Attachment_3-170707.PDF,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_3-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_3-210512.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_4-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_4-210512.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional_Attachment_5-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others-171207.PDF,,,it is needed to amend the main objects of,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others-250708.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others-271108.PDF,,,.,,Email-dkkapur@vsni.net.in,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others-300608.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photograph1-030107.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photograph2-030107.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proof_of_receipt_of_Central_Government_Order-101212.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resltn_passed_by_the_BOD-110214.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resltn_passed_by_the_BOD-281114.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBRL_document_in_respect_of_balance_sheet_25-11-2013_for_the_financial_year_ending_on_31-03-2013.pdf.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBRL_document_in_respect_of_balance_sheet_29-10-2014_for_the_financial_year_ending_on_31-03-2014.pdf.PDF,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBRL_document_in_respect_of_financial_statement_30-10-2015_for_the_financial_year_ending_on_31-03-2015.pdf.PDF,U99999CH1997PTC019687,,during the year under review.,15 ATOP FASTENERS PRIVATE LIMITED Standalone Financial Statements for period 01/04/2014 to 31/03/2015,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
